row_type,metric_id,file,method,domain,operation,classification,stimulus,outcome,http_status,side_effect,expected_max,notes
method,AI-CANCEL-NO-MUTATION-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_book_appointment_selection_does_not_create_incomplete_pending_action,ai-agent,select_application in book flow,ai_reliability,app selected before slot,no incomplete book_appointment pending action,200,ai_action,0,No incomplete confirmable action created.
method,AI-CANCEL-NO-MUTATION-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_exact_ma_badi_cancels_pending_workflow,ai-agent,cancel phrase ما بدي,ai_cancel,exact cancel awaiting selection,cancelled; pending_workflow removed,200,pending_workflow,0,Cancel clears pending workflow.
method,AI-RELIABILITY-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_exact_ma_badi_cancels_pending_workflow,ai-agent,cancel phrase ما بدي,ai_cancel,exact cancel awaiting selection,cancelled; pending_workflow removed,200,pending_workflow,0,Cancel clears pending workflow.
method,AI-STALE-GUARD-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_ma_badi_araaf_al_mokhalafat_switches_to_fines_not_cancel,ai-agent,topic switch then old token,ai_stale,old token after workflow cleared,old select 422,422,selection,0,Stale token invalid after topic switch.
method,AI-RELIABILITY-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_ma_badi_araaf_al_mokhalafat_switches_to_fines_not_cancel,ai-agent,topic switch then old token,ai_stale,old token after workflow cleared,old select 422,422,selection,0,Stale token invalid after topic switch.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_ma_badi_araaf_al_mokhalafat_switches_to_fines_not_cancel,ai-agent,topic switch then old token,ai_stale,old token after workflow cleared,old select 422,422,selection,0,Stale token invalid after topic switch.
method,AI-CANCEL-NO-MUTATION-METHODS,tests/Feature/AIAgentPhase1CriticalActionsTest.php,test_cancel_submit_documents_for_review_does_not_change_application_or_create_audit_notification_or_queue,ai-agent,POST /api/ai-agent/actions/{id}/cancel,ai_cancel,cancel pending submit,Draft unchanged; audits/notifications/queue unchanged,200,application_status,Draft,Cancel has no domain side effects.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/AIAgentPhase1CriticalActionsTest.php,test_cancel_submit_documents_for_review_does_not_change_application_or_create_audit_notification_or_queue,ai-agent,POST /api/ai-agent/actions/{id}/cancel,ai_cancel,cancel pending submit,Draft unchanged; audits/notifications/queue unchanged,200,application_status,Draft,Cancel has no domain side effects.
method,AI-STALE-GUARD-METHODS,tests/Feature/AIAgentPhase1CriticalActionsTest.php,test_confirm_submit_documents_for_review_fails_when_application_state_changes_before_confirmation,ai-agent,confirm submit_documents_for_review,ai_stale,external status change before confirm,422; action Failed,422,confirm,0,Stale application state blocks confirm.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/AIAgentPhase1CriticalActionsTest.php,test_confirm_submit_documents_for_review_fails_when_application_state_changes_before_confirmation,ai-agent,confirm submit_documents_for_review,ai_stale,external status change before confirm,422; action Failed,422,confirm,0,Stale application state blocks confirm.
method,AI-STALE-GUARD-METHODS,tests/Feature/AIAgentPhase1CriticalActionsTest.php,test_submit_documents_for_review_fails_when_required_documents_become_rejected_before_confirmation,ai-agent,confirm submit_documents_for_review,ai_stale,docs rejected before confirm,confirm fails stale eligibility,422,confirm,0,Stale document eligibility blocks confirm.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/AIAgentPhase1CriticalActionsTest.php,test_submit_documents_for_review_fails_when_required_documents_become_rejected_before_confirmation,ai-agent,confirm submit_documents_for_review,ai_stale,docs rejected before confirm,confirm fails stale eligibility,422,confirm,0,Stale document eligibility blocks confirm.
method,AI-STALE-GUARD-METHODS,tests/Feature/AIAgentAppointmentMultiSlotFlowTest.php,test_stale_slot_and_expired_and_foreign_token,ai-agent/appointments,select_appointment_slot,ai_stale,slot at capacity; expired workflow; foreign token,422 NO_LONGER_AVAILABLE; 422 EXPIRED; foreign 404,422,slot_select,0,Stale capacity and expired workflow guarded.
method,CONC-APPOINTMENT-METHODS,tests/Feature/AIAgentAppointmentMultiSlotFlowTest.php,test_stale_slot_and_expired_and_foreign_token,ai-agent/appointments,select_appointment_slot,ai_stale,slot at capacity; expired workflow; foreign token,422 NO_LONGER_AVAILABLE; 422 EXPIRED; foreign 404,422,slot_select,0,Stale capacity and expired workflow guarded.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/AIAgentAppointmentMultiSlotFlowTest.php,test_stale_slot_and_expired_and_foreign_token,ai-agent/appointments,select_appointment_slot,ai_stale,slot at capacity; expired workflow; foreign token,422 NO_LONGER_AVAILABLE; 422 EXPIRED; foreign 404,422,slot_select,0,Stale capacity and expired workflow guarded.
method,AI-STALE-GUARD-METHODS,tests/Feature/AIAgentAppointmentMultiSlotFlowTest.php,test_reschedule_end_to_end_and_stale_replacement_slot,ai-agent/appointments,reschedule then select filled slot,ai_stale,candidate slot filled before select,422 APPOINTMENT_SLOT_NO_LONGER_AVAILABLE,422,slot_select,0,Stale replacement slot rejected.
method,CONC-APPOINTMENT-METHODS,tests/Feature/AIAgentAppointmentMultiSlotFlowTest.php,test_reschedule_end_to_end_and_stale_replacement_slot,ai-agent/appointments,reschedule then select filled slot,ai_stale,candidate slot filled before select,422 APPOINTMENT_SLOT_NO_LONGER_AVAILABLE,422,slot_select,0,Stale replacement slot rejected.
method,AI-RELIABILITY-METHODS,tests/Feature/AIAgentAppointmentMultiSlotFlowTest.php,test_reschedule_end_to_end_and_stale_replacement_slot,ai-agent/appointments,reschedule then select filled slot,ai_stale,candidate slot filled before select,422 APPOINTMENT_SLOT_NO_LONGER_AVAILABLE,422,slot_select,0,Stale replacement slot rejected.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/AIAgentAppointmentMultiSlotFlowTest.php,test_reschedule_end_to_end_and_stale_replacement_slot,ai-agent/appointments,reschedule then select filled slot,ai_stale,candidate slot filled before select,422 APPOINTMENT_SLOT_NO_LONGER_AVAILABLE,422,slot_select,0,Stale replacement slot rejected.
method,AI-CANCEL-NO-MUTATION-METHODS,tests/Feature/AIAgentAppointmentMultiSlotFlowTest.php,test_topic_change_and_cancel_phrase_clear_slot_workflow,ai-agent,topic change / ما بدي during slot workflow,ai_cancel,status question then cancel,pending_workflow cleared,200,pending_workflow,0,Topic change and cancel clear slot workflow.
method,AI-RELIABILITY-METHODS,tests/Feature/AIAgentAppointmentMultiSlotFlowTest.php,test_topic_change_and_cancel_phrase_clear_slot_workflow,ai-agent,topic change / ما بدي during slot workflow,ai_cancel,status question then cancel,pending_workflow cleared,200,pending_workflow,0,Topic change and cancel clear slot workflow.
method,AI-STALE-GUARD-METHODS,tests/Feature/AIAgentActionExecutionTest.php,test_cancelled_action_cannot_be_confirmed,ai-agent,confirm cancelled action,ai_stale,confirm after Cancelled,422,422,confirm,0,Cancelled action cannot be confirmed.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/AIAgentActionExecutionTest.php,test_cancelled_action_cannot_be_confirmed,ai-agent,confirm cancelled action,ai_stale,confirm after Cancelled,422,422,confirm,0,Cancelled action cannot be confirmed.
method,AI-RELIABILITY-METHODS,tests/Feature/AIAgentActionExecutionTest.php,test_executed_action_cannot_be_confirmed_again,ai-agent,confirm executed action again,idempotent_reject,second confirm,422 already executed,422,confirm,1,Re-confirm after execute rejected.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/AIAgentActionExecutionTest.php,test_executed_action_cannot_be_confirmed_again,ai-agent,confirm executed action again,idempotent_reject,second confirm,422 already executed,422,confirm,1,Re-confirm after execute rejected.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/AIAgentActionExecutionTest.php,test_executed_action_cannot_be_confirmed_again,ai-agent,confirm executed action again,idempotent_reject,second confirm,422 already executed,422,confirm,1,Re-confirm after execute rejected.
method,LIC-DUPLICATE-PREVENTION-METHODS,tests/Feature/AIAgentActionExecutionTest.php,test_confirm_create_application_fails_when_duplicate_active_application_exists,applications,confirm create_application,duplicate_prevention,active duplicate same license/service,422; Failed; still one application,422,application_row,1,Duplicate active application blocked on confirm.
method,AI-RELIABILITY-METHODS,tests/Feature/AIAgentActionExecutionTest.php,test_confirm_create_application_fails_when_duplicate_active_application_exists,applications,confirm create_application,duplicate_prevention,active duplicate same license/service,422; Failed; still one application,422,application_row,1,Duplicate active application blocked on confirm.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/AIAgentActionExecutionTest.php,test_confirm_create_application_fails_when_duplicate_active_application_exists,applications,confirm create_application,duplicate_prevention,active duplicate same license/service,422; Failed; still one application,422,application_row,1,Duplicate active application blocked on confirm.
mechanism,IMPL-LOCKFORUPDATE,app/Console/Commands/BackfillLicenseVerificationTokensCommand.php,,,lockForUpdate,call_sites,,1,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/AIAgent/Services/AgentDocumentFlowService.php,,,lockForUpdate,call_sites,,3,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Admin/Services/DocumentReviewService.php,,,lockForUpdate,call_sites,,2,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Appointments/Repositories/AppointmentSlotRepository.php,,,lockForUpdate,call_sites,,1,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Appointments/Services/AppointmentService.php,,,lockForUpdate,call_sites,,6,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Dashboard/Services/DashboardAccessControlService.php,,,lockForUpdate,call_sites,,6,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Dashboard/Services/DashboardAppointmentSlotService.php,,,lockForUpdate,call_sites,,3,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Dashboard/Services/DashboardCitizenService.php,,,lockForUpdate,call_sites,,3,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Dashboard/Services/DashboardFeeService.php,,,lockForUpdate,call_sites,,3,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Dashboard/Services/EmployeeSessions/EmployeeSessionService.php,,,lockForUpdate,call_sites,,3,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Devices/Repositories/PushDeviceRepository.php,,,lockForUpdate,call_sites,,3,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Fines/Services/FineService.php,,,lockForUpdate,call_sites,,1,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Licenses/Services/LicenseLifecycleService.php,,,lockForUpdate,call_sites,,1,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Licenses/Services/LicenseService.php,,,lockForUpdate,call_sites,,8,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Payments/Services/ApplicationPaymentService.php,,,lockForUpdate,call_sites,,4,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Payments/Services/PaymentLifecycleService.php,,,lockForUpdate,call_sites,,5,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Push/Repositories/PushDeliveryRepository.php,,,lockForUpdate,call_sites,,1,,,,occurrences in file
mechanism,IMPL-LOCKFORUPDATE,app/Modules/Tests/Services/TestResultService.php,,,lockForUpdate,call_sites,,2,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Console/Commands/BackfillLicenseVerificationTokensCommand.php,,,DB::transaction(,call_sites,,1,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/AIAgent/Services/AIAgentActionService.php,,,DB::transaction(,call_sites,,1,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/AIAgent/Services/AIAgentService.php,,,DB::transaction(,call_sites,,1,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/AIAgent/Services/AgentDocumentFlowService.php,,,DB::transaction(,call_sites,,3,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Admin/Services/DocumentReviewService.php,,,DB::transaction(,call_sites,,2,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Admin/Services/ProfileReviewService.php,,,DB::transaction(,call_sites,,2,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Applications/Repositories/ApplicationRepository.php,,,DB::transaction(,call_sites,,2,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Applications/Services/ApplicationDocumentService.php,,,DB::transaction(,call_sites,,1,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Appointments/Services/AppointmentService.php,,,DB::transaction(,call_sites,,3,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Auth/Services/AuthService.php,,,DB::transaction(,call_sites,,3,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Dashboard/Services/DashboardAccessControlService.php,,,DB::transaction(,call_sites,,7,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Dashboard/Services/DashboardAppointmentSlotService.php,,,DB::transaction(,call_sites,,4,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Dashboard/Services/DashboardAuthService.php,,,DB::transaction(,call_sites,,2,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Dashboard/Services/DashboardCitizenService.php,,,DB::transaction(,call_sites,,3,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Dashboard/Services/DashboardEmployeeService.php,,,DB::transaction(,call_sites,,1,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Dashboard/Services/DashboardFeeService.php,,,DB::transaction(,call_sites,,4,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Dashboard/Services/DashboardLicenseTypeService.php,,,DB::transaction(,call_sites,,3,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Dashboard/Services/DashboardServiceTypeService.php,,,DB::transaction(,call_sites,,3,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Dashboard/Services/EmployeeSessions/EmployeeSessionService.php,,,DB::transaction(,call_sites,,4,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Dashboard/Services/RbacBootstrapService.php,,,DB::transaction(,call_sites,,1,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Devices/Services/PushDeviceService.php,,,DB::transaction(,call_sites,,1,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Fines/Services/FineService.php,,,DB::transaction(,call_sites,,1,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Licenses/Services/LicenseLifecycleService.php,,,DB::transaction(,call_sites,,1,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Licenses/Services/LicenseService.php,,,DB::transaction(,call_sites,,6,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Payments/Services/ApplicationPaymentService.php,,,DB::transaction(,call_sites,,2,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Payments/Services/PaymentLifecycleService.php,,,DB::transaction(,call_sites,,3,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Push/Services/PushDeliveryService.php,,,DB::transaction(,call_sites,,2,,,,occurrences in file
mechanism,IMPL-DB-TRANSACTION,app/Modules/Tests/Services/TestResultService.php,,,DB::transaction(,call_sites,,1,,,,occurrences in file
mechanism,IMPL-DB-AFTERCOMMIT,app/Modules/Notifications/Services/NotificationService.php,,notifications,DB::afterCommit(,call_sites,,1,,,,NotificationService::runAfterCommit
optimistic_entity,CONC-OPTIMISTIC-ENTITIES,,,AppointmentSlot,version,optimistic_version,stale version,conflict,409,,,version column
optimistic_entity,CONC-OPTIMISTIC-ENTITIES,,,Role,version,optimistic_version,stale version,conflict,409,,,version column
optimistic_entity,CONC-OPTIMISTIC-ENTITIES,,,Fee,version,optimistic_version,stale version,conflict,409,,,version column
db_invariant,REL-DB-INVARIANTS-TESTED,,,schema,payments.settled_obligation_key,tested,,TESTED,,,,PaymentConcurrencyAndIntegrityTest::test_settled_obligation_key_unique
db_invariant,REL-DB-INVARIANTS,,,schema,payments.active_obligation_key,untested,,UNTESTED,,,,UNTESTED direct constraint
db_invariant,REL-DB-INVARIANTS-TESTED,,,schema,"payments.(provider,provider_reference)",tested,,TESTED,,,,PaymentConcurrencyAndIntegrityTest::test_provider_reference_unique_constraint
db_invariant,REL-DB-INVARIANTS,,,schema,"payment_gateway_events.(provider,event_id)",untested,,UNTESTED,,,,Webhook idempotency is behavioral not QueryException
db_invariant,REL-DB-INVARIANTS-TESTED,,,schema,notifications.event_key,tested,,TESTED,,,,NotificationIdempotencyTest::test_same_event_key_does_not_duplicate
db_invariant,REL-DB-INVARIANTS-TESTED,,,schema,push_deliveries.delivery_key,tested,,TESTED,,,,PushDeliveryPlanningTest::test_delivery_key_uniqueness_enforced
db_invariant,REL-DB-INVARIANTS-TESTED,,,schema,push_devices.token_hash,tested,,TESTED,,,,PushDeviceTokenRotationTest::test_token_uniqueness_constraint_is_enforced_at_database_level
db_invariant,REL-DB-INVARIANTS,,,schema,"push_devices.(user_id,device_id)",untested,,UNTESTED,,,,UNTESTED direct
db_invariant,REL-DB-INVARIANTS,,,schema,licenses.license_number,untested,,UNTESTED,,,,UNTESTED direct
db_invariant,REL-DB-INVARIANTS,,,schema,licenses.verification_token,untested,,UNTESTED,,,,UNTESTED direct
db_invariant,REL-DB-INVARIANTS-TESTED,,,schema,fees.identity_key,tested,,TESTED,,,,DashboardFeesManagementTest::test_create_rejects_duplicate_identity
db_invariant,REL-DB-INVARIANTS-TESTED,,,schema,appointment_slots.identity_key,tested,,TESTED,,,,DashboardAppointmentSlotsTest::test_create_rejects_duplicate_and_ignores_client_booked_count
claim,,,,,,VERIFIED,,Duplicate payment initiation reuses the active attempt (idempotent create),,,,
claim,,,,,,VERIFIED,,Duplicate Stripe webhook processing is idempotent in the tested checkout.session.completed flow,,,,
claim,,,,,,VERIFIED,,"Concurrent booking tests resulted in zero overbooking for the covered capacity=1 scenario (success=1, failure=1, booked_count=1)",,,,Sequential HTTP loop in PHPUnit — not OS-thread parallelism
claim,,,,,,VERIFIED,,License issuance re-validates readiness at mutation time and rejects stale eligibility (GET readiness is advisory),,,,DashboardLicenseIssuanceQueueTest::test_stale_condition_causes_issue_license_422_after_ready_get
claim,,,,,,VERIFIED,,"Optimistic version conflicts return HTTP 409 for AppointmentSlot, Fee, and Role",,,,
claim,,,,,,VERIFIED,,Notification event_key and push delivery_key prevent duplicate side effects in tested flows,,,,
claim,,,,,,PARTIALLY VERIFIED,,afterCommit / notification isolation: rolled-back business TX creates no notification; notification persist failure does not roll back business success,,,,Rollback/isolation proven; positive production afterCommit emit not Feature-proven
claim,,,,,,PARTIALLY VERIFIED,,"Application-level recoverability exists for push leases, employee sessions, and license expiry sync",,,,Payment reconcile implemented but unmeasured; not disaster recovery
claim,,,,,,DO NOT CLAIM,,Payment reconcile is fully measured by Feature tests,,,,IMPLEMENTED BUT UNMEASURED
claim,,,,,,DO NOT CLAIM,,The entire platform is race-condition free / exactly-once processing is guaranteed system-wide / the system is fault tolerant,,,,
claim,,,,,,DO NOT CLAIM,,RPO / RTO / disaster-recovery backup restoration,,,,Not measured
claim,,,,,,DO NOT CLAIM,,OS-thread true parallel booking stress tested,,,,
gap,,,,,,High,High (money),Feature test for payment reconcile (ReconcilePendingPaymentsCommand / PaymentReconciliationService) proving recover stuck/paid sessions without double-settle,,,,Med
gap,,,,,,High,High (duplicate license),Issuance race: two employees issue same ready application concurrently,,,,Med
gap,,,,,,High,Med–High (overbook),True parallel/OS-thread booking stress beyond sequential HTTP loop,,,,Med–High
gap,,,,,,High,Med,"Additional forced-rollback atomicity tests outside notifications (payment settle, license issue, appointment book)",,,,Med
gap,,,,,,Med–High,Med,Positive production-mode afterCommit emit test (notify appears only after commit),,,,Med
gap,,,,,,Med,Med,"Direct QueryException tests for active_obligation_key, gateway event unique, license_number/verification_token, push (user_id,device_id)",,,,Low
gap,,,,,,Med,Med,Concurrent behavioral tests for FineService and TestResultService lockForUpdate sites,,,,Med
